listing_id,association_type,sector_represented,member_count,membership_fee_min,membership_fee_max,industry_id,association_metadata
55febc4f-6384-47c5-81d8-8a756b2073f5,National,Engineering Exports,12000,3000,100000,26d2b88d-ddbf-45b7-a016-9379064270a9,"{""association_type"": ""National"", ""legal_status"": ""Registered Society"", ""overview"": {""about"": ""EEPC India is the premier export promotion body for engineering goods in India, with over 12,000 members, helping exporters penetrate global markets through regional offices, seminars and trade fair participation."", ""mission"": """", ""vision"": """", ""sector"": ""Engineering Exports"", ""objectives"": [], ""key_functions"": [""Export facilitation"", ""International trade fair participation (e.g. Hannover Messe)"", ""Regional seminars on export schemes""]}, ""governance"": {""president"": {""name"": ""Pankaj Chadha"", ""company"": ""Chairman, EEPC India""}, ""vice_presidents"": [{""name"": ""Anoop Marwaha"", ""company"": ""Regional Chairman (Western Region)""}], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": ""Regional Offices (Western, Northern, Southern, Eastern)"", ""headquarters"": ""Kolkata, West Bengal"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""12,000+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {""Annual"": [{""title"": ""WR Engineering Export Excellence Awards"", ""description"": ""Regional awards recognizing top engineering exporters.""}], ""International"": [{""title"": ""Hannover Messe participation"", ""description"": ""EEPC India booth and delegations at major international trade fairs.""}]}, ""publications"": {""Newsletters"": [{""title"": ""EEPC India Daily/Weekly Newsletter"", ""description"": ""Trade and policy updates for members.""}]}, ""compliance_policies"": {}, ""partnerships"": {""list"": [{""name"": ""CSIR-CMERI"", ""relation"": ""Technical Collaboration"", ""website"": """"}]}, ""awards"": {""list"": [{""title"": ""WR Engineering Export Excellence Awards"", ""description"": ""Regional recognition for engineering exporters.""}]}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""Kolkata, West Bengal, India"", ""phone_number"": """", ""email"": """", ""website"": ""https://www.eepcindia.org""}}"
12076f32-c4fc-4de8-9c04-4423351f7e06,National,Electrical Equipment,750,15000,600000,26d2b88d-ddbf-45b7-a016-9379064270a9,"{""association_type"": ""National"", ""legal_status"": ""Registered Society"", ""overview"": {""about"": ""IEEMA covers all segments of electricity from generation, transmission, distribution to last-mile connectivity, plus new-energy areas like EV components, battery storage and green hydrogen. Members contribute over 90% of India's installed electrical equipment, with combined turnover exceeding USD 50 billion and exports over USD 10 billion."", ""mission"": """", ""vision"": """", ""sector"": ""Electrical Equipment"", ""objectives"": [], ""key_functions"": [""Policy advocacy"", ""Government liaison on power sector"", ""Standardisation collaboration""]}, ""governance"": {""president"": {""name"": ""Hamza Arsiwala"", ""company"": ""President, IEEMA""}, ""vice_presidents"": [{""name"": ""Vikram Gandotra"", ""company"": ""Vice President, IEEMA & Chairman, ELECRAMA 2025""}], ""secretary_general"": {""name"": ""Charu Mathur"", ""company"": ""Director General, IEEMA""}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""Mumbai, Maharashtra"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Combined Member Turnover"", ""value"": ""USD 50 Billion+""}, {""label"": ""Exports"", ""value"": ""USD 10 Billion+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {""Biennial"": [{""title"": ""ELECRAMA"", ""description"": ""World's largest electrical show; 2025 edition hosted 1,100+ exhibitors, 10 country pavilions, 4 lakh+ visitors.""}], ""Annual"": [{""title"": ""Metering India"", ""description"": ""10th edition focused on sustainability and energy efficiency in metering.""}]}, ""publications"": {""Journals"": [{""title"": ""IEEMA Journal"", ""description"": ""Monthly electrical & electronics trade journal since June 1981, ABC-certified, 10,000 copies circulation.""}], ""Directories"": [{""title"": ""IEEMA Directory"", ""description"": ""Member and industry information directory.""}]}, ""compliance_policies"": {}, ""partnerships"": {""list"": [{""name"": ""FOMEK (Korea)"", ""relation"": ""International Business Cooperation"", ""website"": """"}]}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""Mumbai, Maharashtra, India"", ""phone_number"": """", ""email"": """", ""website"": ""https://ieema.org""}}"
99830677-8a86-4fe7-a678-a59d7140ee10,National,Machine Tools,480,15000,400000,26d2b88d-ddbf-45b7-a016-9379064270a9,"{""association_type"": ""National"", ""legal_status"": ""Registered Society"", ""overview"": {""about"": ""IMTMA is the apex body of India's machine tool industry, entering its 80th year, supporting Make in India and Atmanirbhar Bharat initiatives. The sector serves automotive, aerospace, electronics, energy and infrastructure industries."", ""mission"": """", ""vision"": """", ""sector"": ""Machine Tools"", ""objectives"": [""Promote Industry 4.0 and digital manufacturing adoption"", ""Strengthen exports and global competitiveness""], ""key_functions"": [""Policy shaping"", ""Technology adoption promotion"", ""Industry-academia-government collaboration""]}, ""governance"": {""president"": {""name"": ""Mohini Kelkar"", ""company"": ""Director, Business Development, Grind Master Machines Pvt Ltd (first woman President)""}, ""vice_presidents"": [{""name"": ""Vikram Salunke"", ""company"": ""Managing Director, Accurate Gauging & Instruments Pvt Ltd""}], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""Bengaluru, Karnataka"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {""Technology"": [{""title"": ""Industry 4.0 adoption initiatives"", ""description"": ""Programs enabling member companies to adopt digital manufacturing and sustainable technologies.""}]}, ""events"": {""Annual"": [{""title"": ""Annual General Meeting"", ""description"": ""79th AGM held at Bangalore International Exhibition Centre (BIEC), Bengaluru.""}], ""Biennial"": [{""title"": ""IMTEX"", ""description"": ""One of Asia's premier machine tool exhibitions.""}]}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""Bangalore International Exhibition Centre area, Bengaluru, Karnataka, India"", ""phone_number"": """", ""email"": """", ""website"": ""https://www.imtma.in""}}"
58cf7fa4-097f-4958-b2bb-9b1ae903fe1c,National,Plastics Manufacturing,35000,3000,200000,26d2b88d-ddbf-45b7-a016-9379064270a9,"{""association_type"": ""National"", ""legal_status"": ""Registered Society"", ""overview"": {""about"": ""AIPMA is the largest plastics industry body in Asia, organiser of Plastivision India since 1992, which has grown from 7,000 visitors and 120+ exhibitors to 2,25,000 visitors and 1,200+ exhibitors at NESCO, Mumbai."", ""mission"": """", ""vision"": """", ""sector"": ""Plastics"", ""objectives"": [], ""key_functions"": [""Trade exhibition organisation"", ""Industry development advocacy""]}, ""governance"": {""president"": {""name"": """", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""Mumbai, Maharashtra"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {""Triennial"": [{""title"": ""Plastivision India"", ""description"": ""Leading plastics exhibition; 2023 edition (7-11 Dec) drew 2,25,000+ visitors and 1,200+ exhibitors at NESCO Mumbai.""}]}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""A-52, Street No. 1, M.I.D.C. Marol, Andheri (East), Mumbai 400093, India"", ""phone_number"": ""022-6777 8899"", ""email"": ""office@aipma.net"", ""website"": ""https://www.aipma.net""}}"
19a354b0-7594-460c-a13f-1ae7f5110bec,,Manufacturing,6000,2000,50000,26d2b88d-ddbf-45b7-a016-9379064270a9,"{""association_type"": ""National"", ""legal_status"": ""Registered Society"", ""overview"": {""about"": ""The Indian Plastics Institute (IPI) is a professional body established in 1967 that promotes the development of the plastics industry through technical seminars, exhibitions, and publications. It bridges academia and industry in the plastics sector."", ""mission"": """", ""vision"": """", ""sector"": ""Manufacturing"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": ""Hiten Bheda"", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""Mumbai, Maharashtra"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""6000+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""Mumbai, Maharashtra, India"", ""phone_number"": """", ""email"": ""ipi@ipindia.org"", ""website"": ""https://www.iplindia.org""}}"
faa86067-233b-46fc-ac52-985ce8b1c68e,National,Construction & Development,13000,10000,500000,1a821422-d8eb-484f-a280-8af8f6b79144,"{""association_type"": ""National"", ""legal_status"": ""Registered Society"", ""overview"": {""about"": ""CREDAI advocates for India's real estate developers, with active state chapters (e.g. CREDAI-MCHI, CREDAI-AP), youth wings and women's wings conducting regular leadership transitions and CSR initiatives."", ""mission"": """", ""vision"": """", ""sector"": ""Real Estate"", ""objectives"": [""Building a stronger, greener future for real estate and the nation""], ""key_functions"": [""Policy advocacy"", ""Legal Committee on Supreme Court litigations"", ""State chapter coordination""]}, ""governance"": {""president"": {""name"": ""Shekhar G Patel"", ""company"": ""Managing Director, Ganesh Housing Corporation (term 2025-2027)""}, ""vice_presidents"": [{""name"": ""Ranjit Naiknavare"", ""company"": """"}, {""name"": ""Rohit Raj Modi"", ""company"": """"}, {""name"": ""Ashish Patel"", ""company"": """"}, {""name"": ""Dhaval Ajmera"", ""company"": """"}, {""name"": ""M A Mehaboob"", ""company"": """"}], ""secretary_general"": {""name"": ""Gaurav Gupta"", ""company"": ""Secretary, CREDAI""}}, ""regional_structure"": {""governance_model"": ""State Chapters"", ""headquarters"": ""New Delhi, Delhi"", ""chapters"": [{""name"": ""CREDAI Visakhapatnam"", ""headquarters_address"": ""Visakhapatnam, Andhra Pradesh"", ""contact_email"": """"}, {""name"": ""CREDAI-MCHI (Maharashtra)"", ""headquarters_address"": ""Mumbai, Maharashtra"", ""contact_email"": """"}]}, ""membership_details"": {""overview_metrics"": [], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {""CSR"": [{""title"": ""Women's Wing CSR Initiatives"", ""description"": ""Community programs run by CREDAI Women's Wing chapters.""}]}, ""events"": {}, ""publications"": {""Newsletters"": [{""title"": ""CREDAI Newsletter"", ""description"": ""Periodic newsletter covering chapter activities and national priorities.""}]}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""New Delhi, Delhi, India"", ""phone_number"": """", ""email"": """", ""website"": ""https://credai.org""}}"
65750994-62d4-4194-be2a-15c8e731bce0,National,Construction & Development,10000,10000,300000,1a821422-d8eb-484f-a280-8af8f6b79144,"{""association_type"": ""National"", ""legal_status"": ""Autonomous Self-Regulatory Body under Ministry of Housing and Urban Affairs"", ""overview"": {""about"": ""NAREDCO was established in 1998 under the aegis of the Ministry of Housing and Urban Affairs, Government of India. The Minister of Housing and Urban Affairs serves as Ex-officio Chief Patron. Day-to-day affairs are managed by an elected Governing Council."", ""mission"": """", ""vision"": """", ""sector"": ""Real Estate"", ""objectives"": [], ""key_functions"": [""Two-way communication between industry and government"", ""Policy facilitation"", ""Sustainable development promotion""]}, ""governance"": {""president"": {""name"": ""G. Hari Babu"", ""company"": ""Former President, APREDA (4 years); built NAREDCO AP with 12 chapters and 1200+ members""}, ""vice_presidents"": [{""name"": ""Rajan Bandelkar"", ""company"": ""Vice Chairman, NAREDCO""}], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": ""State Chapters (e.g. NAREDCO AP, NAREDCO Telangana)"", ""headquarters"": ""New Delhi, Delhi"", ""chapters"": [{""name"": ""NAREDCO Andhra Pradesh"", ""headquarters_address"": ""Andhra Pradesh - 12 chapters"", ""contact_email"": """"}]}, ""membership_details"": {""overview_metrics"": [{""label"": ""NAREDCO AP Members (example chapter)"", ""value"": ""1,200+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": [{""name"": ""Ministry of Housing and Urban Affairs"", ""relation"": ""Government Oversight (Chief Patron)"", ""website"": """"}]}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""New Delhi, Delhi, India"", ""phone_number"": """", ""email"": """", ""website"": ""https://naredco.in""}}"
cd2c6569-c807-4339-b5da-4e9798a73e8b,National,Banking,237,50000,5000000,4a104cba-ccd3-4f86-b204-2277660117eb,"{""association_type"": ""National"", ""legal_status"": ""Registered Society"", ""overview"": {""about"": ""IBA is a voluntary body representing Indian banks, promoting coordination, standardization, and transparency in banking. Setty was elected at the IBA managing committee meeting on March 28, 2025, replacing Sunil Mehta, and assisted by three elected deputy chairmen."", ""mission"": """", ""vision"": """", ""sector"": ""Banking"", ""objectives"": [""Encourage innovation"", ""Promote ethical practices"", ""Drive operational excellence"", ""Facilitate cooperation among banks""], ""key_functions"": [""NPA resolution support"", ""Digital banking promotion"", ""Banking education"", ""Research and analysis on industry trends""]}, ""governance"": {""president"": {""name"": ""Challa Sreenivasulu Setty"", ""company"": ""Chairman, State Bank of India (SBI); also IBA Chairman since March 2025""}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""Mumbai, Maharashtra"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [{""name"": ""IBAPI Portal"", ""description"": ""Indian Banks Auctions Mortgaged Properties Information - centralized property auction system for NPA recovery.""}], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""Mumbai, Maharashtra, India"", ""phone_number"": """", ""email"": """", ""website"": ""https://www.iba.org.in""}}"
ee905519-50a8-465e-99c3-89a506142fd3,National,Mutual Funds,45,100000,2000000,4a104cba-ccd3-4f86-b204-2277660117eb,"{""association_type"": ""National"", ""legal_status"": ""Registered Society"", ""overview"": {""about"": ""AMFI is an apex body of all Asset Management Companies registered with SEBI. Sundeep Sikka (Nippon Life India AMC CEO) was elected Chairman following the 30th AGM in September 2025, replacing Navneet Munot of HDFC AMC; Sikka previously served as Chairman from 2013-2015."", ""mission"": """", ""vision"": """", ""sector"": ""Mutual Funds"", ""objectives"": [""Investor education"", ""Policy advocacy"", ""Promoting ethical practices"", ""Deepening financial markets""], ""key_functions"": [""ARN Committee oversight"", ""Industry data publication"", ""SEBI policy coordination""]}, ""governance"": {""president"": {""name"": ""Sundeep Sikka"", ""company"": ""Executive Director & CEO, Nippon Life India Asset Management Limited""}, ""vice_presidents"": [{""name"": ""Vishal Kapoor"", ""company"": ""CEO, Bandhan Asset Management Company - Vice Chairman""}], ""secretary_general"": {""name"": ""S L Pandian"", ""company"": ""Dy Chief Executive, AMFI""}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""Mumbai, Maharashtra"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {""Investor Education"": [{""title"": ""B30/Women Incentives Program"", ""description"": ""Incentive scheme for fund distributors in B30 cities, paid after 1 year completion.""}]}, ""events"": {""Annual"": [{""title"": ""AMFI Annual General Meeting"", ""description"": ""30th AGM held in 2025, followed by board elections.""}]}, ""publications"": {""Bulletins"": [{""title"": ""MF Bulletin"", ""description"": ""Monthly industry update on AUM, new investors and fund rankings.""}]}, ""compliance_policies"": {}, ""partnerships"": {""list"": [{""name"": ""SEBI"", ""relation"": ""Regulatory Coordination"", ""website"": """"}]}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""Mumbai, Maharashtra, India"", ""phone_number"": """", ""email"": ""sundeep.sikka@nipponindiaim.com"", ""website"": ""https://www.amfiindia.com""}}"
220523e6-31a9-4de2-849c-8f39d624446f,,Capital Markets,900,10000,100000,4a104cba-ccd3-4f86-b204-2277660117eb,"{""association_type"": ""National"", ""legal_status"": ""Registered Society"", ""overview"": {""about"": ""BBF represents the interests of members registered with the Bombay Stock Exchange. It works to facilitate efficient capital market operations and brokers' welfare and has been active since 1996."", ""mission"": """", ""vision"": """", ""sector"": ""Capital Markets"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": ""Vadilal Surti"", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""Mumbai, Maharashtra"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""900+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""Mumbai, Maharashtra, India"", ""phone_number"": """", ""email"": ""info@bbf.org.in"", ""website"": ""https://www.bbf.org.in""}}"
5ddb02c8-c24e-452f-9007-a32550dac7be,,Insurance,24,500000,10000000,4a104cba-ccd3-4f86-b204-2277660117eb,"{""association_type"": ""National"", ""legal_status"": ""Statutory Body"", ""overview"": {""about"": ""The Life Insurance Council, constituted under the Insurance Act 1938, is the representative body for all life insurance companies in India. It promotes the interests of policyholders and the broader life insurance industry."", ""mission"": """", ""vision"": """", ""sector"": ""Insurance"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": """", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": ""S N Bhatt"", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""New Delhi, Delhi"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""24+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""New Delhi, Delhi, India"", ""phone_number"": """", ""email"": ""info@licouncil.org"", ""website"": ""https://www.licouncil.org""}}"
965ac5c4-2d04-4f14-a771-8f615351a935,National,Medical Professionals,350000,3000,10000,f26791cd-9656-452d-8326-9b9296125906,"{""association_type"": ""National"", ""legal_status"": ""Registered Society"", ""overview"": {""about"": ""IMA is a private, national voluntary organisation of physicians, the largest association of medical doctors in India with approximately 350,000 members across 1,700 active local branches in 29 states and union territories. Headquartered in New Delhi (previously Calcutta)."", ""mission"": """", ""vision"": """", ""sector"": ""Healthcare"", ""objectives"": [], ""key_functions"": [""Health policy advocacy"", ""Continuing medical education (IMA CGP)"", ""Journal publication (JIMA)""]}, ""governance"": {""president"": {""name"": ""Dr. Dilip P. Bhanushali"", ""company"": ""Took over at 99th Annual All India Medical Conference, Hyderabad, Jan 2025""}, ""vice_presidents"": [{""name"": ""Dr. Anilkumar J. Nayak"", ""company"": ""National President Elect 2025-2026""}], ""secretary_general"": {""name"": ""Dr. Sarbari Dutta"", ""company"": ""Hony. Secretary General, IMA (2024-2026)""}}, ""regional_structure"": {""governance_model"": ""State and Local Branches"", ""headquarters"": ""New Delhi, Delhi"", ""chapters"": [{""name"": ""IMA Bengal State Branch"", ""headquarters_address"": ""11/3, Dr. Biresh Guha Street, Kolkata 700017"", ""contact_email"": """"}]}, ""membership_details"": {""overview_metrics"": [{""label"": ""Member Doctors"", ""value"": ""3,50,000+""}, {""label"": ""Local Branches"", ""value"": ""1,700+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [""Exclusive job portal for IMA members"", ""IMA Health Manifesto access"", ""Continuing medical education""], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {""Continuing Education"": [{""title"": ""IMA College of General Practitioners (IMA CGP)"", ""description"": ""Continuing medical education wing for general practitioners.""}]}, ""events"": {""Annual"": [{""title"": ""Annual All India Medical Conference"", ""description"": ""99th edition held in Hyderabad, January 2025, attended by 2,000 delegates.""}]}, ""publications"": {""Journals"": [{""title"": ""Journal of Indian Medical Association (JIMA)"", ""description"": ""Official medical journal of IMA.""}]}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""New Delhi, Delhi, India"", ""phone_number"": ""+91-11-23370009"", ""email"": """", ""website"": ""https://www.ima-india.org""}}"
31e0d3e8-209f-4573-9d88-8adfc425256f,,Nursing,5000000,500,5000,f26791cd-9656-452d-8326-9b9296125906,"{""association_type"": ""National"", ""legal_status"": ""Statutory Body"", ""overview"": {""about"": ""Indian Nursing Council is a statutory body constituted under the Indian Nursing Council Act 1947. It regulates and maintains uniform standards of nursing education and reciprocity with other countries regarding mutual recognition of nursing qualifications."", ""mission"": """", ""vision"": """", ""sector"": ""Nursing"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": ""T. Dileep Kumar"", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""New Delhi, Delhi"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""5000000+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""New Delhi, Delhi, India"", ""phone_number"": """", ""email"": ""regr.inc@nic.in"", ""website"": ""https://www.indiannursingcouncil.org""}}"
8cdb715d-9aa9-4235-ad8e-c6a821a2bf37,,Hospital Accreditation,900,25000,500000,f26791cd-9656-452d-8326-9b9296125906,"{""association_type"": ""National"", ""legal_status"": ""Statutory Body"", ""overview"": {""about"": ""NABH is a constituent board of Quality Council of India (QCI), set up to establish and operate accreditation programme for healthcare organisations. It helps patients to choose the best hospitals and motivates hospitals to improve quality of care."", ""mission"": """", ""vision"": """", ""sector"": ""Hospital Accreditation"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": """", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": ""Atul Mohan Kochhar"", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""New Delhi, Delhi"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""900+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""New Delhi, Delhi, India"", ""phone_number"": """", ""email"": ""nabh@nabhqci.in"", ""website"": ""https://www.nabh.co""}}"
125cc2e0-8ee5-49e4-8db2-09f19625b6f8,,Dental,300000,1000,10000,f26791cd-9656-452d-8326-9b9296125906,"{""association_type"": ""National"", ""legal_status"": ""Statutory Body"", ""overview"": {""about"": ""The Dental Council of India is a statutory body established under the Dentists Act, 1948. It regulates the dental education and dental practice in India, maintains the Indian Dental Register, and grants recognition to dental degrees."", ""mission"": """", ""vision"": """", ""sector"": ""Dental"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": ""Dibyendu Mazumder"", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""New Delhi, Delhi"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""300000+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""New Delhi, Delhi, India"", ""phone_number"": """", ""email"": ""dciindia@yahoo.co.in"", ""website"": ""https://www.dciindia.org.in""}}"
b5d95233-60a9-4bd5-91bc-171b821cb808,,Hotels,600,25000,500000,d8e835b1-07dd-4279-93b4-5049cfb1c6d6,"{""association_type"": ""National"", ""legal_status"": ""Registered Society"", ""overview"": {""about"": ""Hotel Association of India (HAI) is the apex organisation for the hotel and hospitality industry in India. Founded in 1996, it represents star-rated hotels and works with government on policy matters related to hospitality."", ""mission"": """", ""vision"": """", ""sector"": ""Hotels"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": ""KB Kachru"", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""New Delhi, Delhi"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""600+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""New Delhi, Delhi, India"", ""phone_number"": """", ""email"": ""hai@hotelassociationofindia.com"", ""website"": ""https://www.hotelassociationofindia.com""}}"
