listing_id,total_outlets,parent_company,business_type,established_year,units_count,leader_name,leader_role
a61d62b8-582d-4179-9603-789f0ee2bece,100,Royal Classic Group (RCG),Private Limited Company - Premium Men's Casual Wear,1991,100,R. Gopalakrishnan,Chairman
7cbee3c6-e9d5-40f1-9be2-ac2fe5053add,50,Silver Leaf Clothing Co,Proprietorship - Men's Fashion Retail,1999,50,Chintan Kishore Bhatia,Proprietor
ca257ac6-7d5b-4292-a6e1-9d71b5c73ada,50,Chhabra Triple Five Fashions Pvt. Ltd.,Private Limited Company - Indian Ethnic Wear,1954,50,Jagdeep Chhabra,Director
80126705-23b0-47c5-bf0b-bcce2bb4b417,200,Liverpool Jeans Inc.,Private - Premium Denim,2012,200,Ron Perilman,CEO
ae70ee5e-ea25-47b0-9b80-aba3400b5cd3,10,ISSD (as standalone private entity),Vocational training and skill-development institute,2024,10,Not Disclosed,Founder / Management
f648ef1c-c7c1-4d7f-b04a-91bf04a6718d,200,"Kumon Institute of Education, Japan",Coaching and Franchise - Math and Reading Enrichment,1958,200,Regional Directors,Management
319210e7-b5f8-45c0-a3d0-9e384b46c5ca,10,MSM Global Education and M Square Media group,Franchise - Student recruitment centres and platform,2024,10,Sanjay Laul,Founder
58b4e1a8-1418-4da0-a57e-23d285891faf,10,Independent entity,Franchise and Online-Offline Digital Marketing Training,2016,10,IIM and IIT Alumni,Faculty and Mentors
b9e6ee77-95a5-4782-819e-2e9f0e39a9db,100,IBT Institute Pvt Ltd,Coaching centre and Franchise model,2008,100,Founders and Directors,Management
7484b19e-814d-4ca1-bfab-c1050e50b712,75,SpellBee International Pvt Ltd,Franchise and Associate License-based English learning,2009,75,Founder and Management,Management
e0d7a709-6146-4915-83d7-1906b24f9ce6,10,EPOWERX Learning Technologies Pvt Ltd,Franchise and Online Hybrid upskilling center,2018,10,Co-founders,Management
605dc402-64b7-4ba9-9069-e705f4746b7c,20,Apponix Technologies Pvt. Ltd.,Franchise and Classroom plus Online Training Center,2013,20,Founders and Management Team,Leadership
3f8fddd3-f75d-4d55-8622-c998930adc92,750,Brain Checker Pvt. Ltd.,Franchise and Branch-Based Counselling & Assessment Services,2012,750,Dr. Ashwin Raje & Keya Raje,Co-Founders
be9dc891-8287-4cbd-9093-b658cae87d07,200,Munchbox Frozen Foods Pvt. Ltd.,Private Limited Company,2017,200,"Arun Suvarna, Pranshul Yadav",Founders
20eb604e-6144-4ec8-9dfc-e504cfc576ea,32,Pabrai's (K.N. & Co.),Partnership Firm,2008,32,"Kunal Pabrai, Nishant Pabrai, Anuvrat Pabrai",Partners & Chief Mentor
945cd8b9-47c7-4093-b0ea-4531c6ced200,50,Global Franchise Architects India Pvt. Ltd.,Private Limited Company,2005,50,Global Franchise Architects Leadership Team,Brand Owner & Operator
23483a03-aa1e-4e9e-862e-23a723901474,6,Rakshit Enterprises,Private Limited / Proprietorship,1970,6,Rakshit Enterprises,Proprietor - Multi-generational family business
70628840-212f-4377-8b18-8aa145bc292a,13,Dairy Don,Private Limited / Proprietorship (Yeola Family),1981,13,Raju Yeola,Current Proprietor
6855aba8-d2c9-4cd6-aa86-bed08d0acfc8,50,Michael's Icecream Burger,Private Limited / Proprietorship (Sequeira Hospitality and Services),2017,50,Varun Michael Sequeira,Founder & Owner
9bb91606-f058-4164-bcaa-87892da94227,51,Hindustan Unilever Limited,Private Limited Company (Subsidiary of HUL),2004,51,HUL Management,Management Team
5f399d54-407c-4b4a-98c7-aef9ad1600c6,100,Cocoberry Restaurants & Distributors Pvt. Ltd.,Private Limited Company,2009,100,Laksh Yadav,CEO
489d88bf-1f8d-4de9-b7f1-a863268d3126,1500,Gujarat Cooperative Milk Marketing Federation (GCMMF),Franchise / Cooperative Retail Model,1973,1500,Shamalbhai B. Patel; Jayen Mehta,Chairman; MD
f1ce23fc-d9bd-4514-83be-543b30357cb1,300,GIANIS Ice Cream Pvt. Ltd.,Franchised Retail - Ice Cream Parlor,1956,300,"Giani Gurcharan Singh, Gurbachan Singh, Taranjeet Singh",Founder; Second Gen; Third Gen
4af9efb4-507c-4d83-bac1-bfcb915174a4,75,Movable Feast Foods Private Limited,Private Limited Company,2020,75,"Sangram Patil, Nilesh Pasalkar, Savan Oswal",Founders
38561e9f-265f-4bd5-9e6f-4d4c001fab1e,70,Midway Cafe (American origin),Private Limited Company,2009,70,Founders: Not specified,Not specified
fb0b305f-4c8f-43af-acc7-5619797e05a7,9,Standalone brand founded by CA Samrat Shree Maheshwari,Hindu Undivided Family,2022,9,CA Samrat Shree Maheshwari & Shweta Maheshwari,Founders
fbb1242f-32be-4c01-b085-b98486a13802,4,,,2017,4,Manan Sharma,CEO
bb624860-ff6d-416a-bd40-2458aeefed6c,15,Bask Associates Private Limited,Private Limited Company,2022,15,"Sampath Samudrala, Sanjuwar Devalapally, Beena Sanjuwar, Seshaphani Samudrala",Founders
12c8ab8c-e4fd-4910-8bce-ef630b9e6491,35,JUST DOGS SPALONS PVT LTD,Private Limited Company,2011,35,"Poorvi Anthony, Ashish Anthony",Founders
64afff51-8b14-4193-a750-6c03763a23b4,50,Homevista Decor and Furnishings Pvt. Ltd.,Private Limited Company,2014,50,,
3431dd32-d63e-4fce-8a7b-488a02dadf73,104,Medkart Pharmacy Private Limited,Private Limited Company,2014,104,Ankur Agarwal,Founder & Director
c6444da3-7bf0-44e7-a219-85d4e84bded4,275,BlueStone Jewellery and Lifestyle Limited,Public Limited Company,2011,275,Gaurav Singh Kushwaha,Founder & CEO
b702b30c-ea16-4a5b-8d78-13f8c41c51d3,50,Livspace Pte. Ltd. (Singapore) - India operating entity: Livspace India Private Limited,Private Limited Company,2014,50,Anuj Srivastava & Ramakant Sharma,Founders
7d07fbd9-d1a5-4820-8ff8-c1120ea6ff06,50,Duckback India Limited,Public Limited Company,2014,50,Professional Management Team,Operations
0b66ede6-6a9d-4dc1-a71e-d4ac5db22f6f,30,1 marche llp,Private Limited Company,2015,30,Ashish Raval,Founder
606a879b-da69-4f28-bb62-7d6928c5bfda,500,Paragon Polymer Product Private Limited,Private Limited Company,1974,500,"P.V. Abraham, K.U. Thomas & K.U. Scaria",Co-founders
51de79ee-7094-4b9e-8fd8-36c14770b17d,40,Wurfel Kuche,Private Limited Company (German parent),2015,40,Naveen NJ,Co-founder
1fac6fce-3ca3-41c6-a470-541370486496,50,Kirana King India,Private Limited Company,2014,50,,
7ead3192-9970-4ca4-9492-1e653cba5c40,40,,Private Limited Company,2016,40,Kethu Ramasubbareddy,Director
b369aafb-788d-48c2-a292-1227e246c5e2,50,,Private Company - E-commerce Venture,2020,50,,
4aafb50c-8cb6-4610-9232-89902077d0a3,50,,Private IT Services Company,2006,50,John GS,Founder
30a2d954-c1e6-4ca8-8b82-c27241094307,5000,,Private Technology & E-Commerce Company,2016,5000,Entrepreneurship-focused founding team,Tech-enabled operation
490c8da9-056b-42c8-953b-790ae0d96980,100,,Private Limited Company,2016,100,"Chanchal Rai, Manish Sanatkumar Upadhyay, Rajesh Sanatkumar Upadhyay",Directors
e75e0dd4-68dc-4253-ba10-c66dbc68af66,150,,Private Limited Company,2017,150,Venkat Manik Reddy,Director and Founder
3ab4cfd1-65bf-4466-b000-fa986136cf8a,100,,Private Limited Company,1956,100,"Sagnik Banik, Jaydev Chatterjee, Vipul Kansal",Managing Director / Co-owner / Group Head
52e386d0-16ce-48fa-91c9-75e6dc633959,50,,Private Limited Company,2016,50,"Jyoti Kumari, Vinita Kumari Das",Directors
1ae94dc8-64ad-42e0-9650-72d9fe7e83c5,70,,,2015,,,
b1966850-3f94-4893-8f7e-c6d27ee51461,140,,,2022,,,
3fdfc493-e614-4001-b564-8169665b6043,7,,,2024,,,
7c3e49a3-81b4-48ae-b744-c00b8dc05568,,,,2025,,,
58e2d28f-d82e-4377-ae5d-34600e0382a9,,,,,,,
9dfffdd4-1e58-4269-9d0e-cf773083ffaf,35,,,2022,,,
b6cb22e1-d94a-4a31-a69c-d7cebd7e2da1,,,,2025,,,
b5e867d7-e04d-4974-b1dc-1e8d7a45c77f,,,,2025,,,
5d6e645a-ca76-4ed6-9c3a-65688ee1dd02,7,,,2025,,,
9aaac6a3-893d-407f-bc56-2440ef3e5e74,7,,,2025,,,
6efcf26f-b96d-467f-b08d-40957a446d85,,,,2025,,,
5aec5231-9a13-4ec6-b378-d5964efadc4a,,,,,,,
f8b3e14e-2a1b-4ca1-a862-ff8ba9e173ca,,,,,,,
2181d9cf-6d6b-4078-acee-317b4cc66ce9,7,,,2024,,,
42b424ae-4fe6-499f-8da7-eba2f6369b6b,7,,,2022,,,
c6e5a3dd-2b86-49aa-b104-e0a6873c8d0a,,,,,,,
d38aabdb-219c-4f57-a903-7cc8b78a3158,140,,,2013,,,
8d1f2c2b-4dd4-4959-8ec7-375edd59f999,7,,,2024,,,
a7eebaa7-a429-4489-b0f0-1f29b069af63,7,,,2024,,,
496ce3e5-cf47-4bf4-8874-b4572a97def5,7,,,2025,,,
a42c35fe-e9bd-42b0-8787-966596a54f97,35,,,2008,,,
5d130317-45b7-4caa-aa92-b38fabf64bd8,7,,,2019,,,
757661f5-15bb-4634-87a2-e83e5e4ac1be,,,,,,,
46bdfbfd-5076-4275-808a-0654c0f16d64,7,,,2021,,,
13b02d85-0b21-41df-a42b-a3e69627c361,7,,,2020,,,
685e5824-24fc-4845-b14b-c910e3724267,,,,,,,
c7b53088-088e-47c7-880c-33fff141f5cc,,,,,,,
0c1a24dd-8ba8-49c0-9201-209dcec335ff,450,,,1986,,,
513980c6-0171-4aff-a7f3-b55f1a3e291d,7,,,,,,
9ed14b2b-c050-40f4-a1be-9a0681fc1fcf,7,,,2022,,,
306adbb9-1cd9-4b86-a202-0cdd8351a725,725,,,,,,
ac9a69a5-6742-4c61-a0fc-357ffaacb990,,,,,,,
dea2856c-266c-404b-ba9a-660bf0018d47,7,,,2022,,,
6e7e1589-f738-4d22-98b1-15f122e473ce,35,,,2016,,,
1984c3e0-e84b-4f1b-9983-778f9dfd90fc,7,,,2018,,,
fa32c4a3-f72f-4edc-85d4-51bde717a0a9,,,,,,,
add4ca64-cde4-4c81-8e58-d521d898372b,,,,2015,,,
a39cf9a7-18eb-40d7-a536-ac1a43690702,,,,,,,
9c4c8994-4d2e-45ee-98ff-0dc08f89f6dc,,,,2019,,,
11ec541c-8d14-4ee5-ba4c-dabf82387746,,,,,,,
e82dbdfb-34d6-4427-99f1-7334e55a59eb,,,,2020,,,
4a4b2be6-742f-4690-bdb4-7f307761ef4c,,,,2019,,,
b30cf2fe-a449-40e7-9afa-3ce7a29cf2ec,,,,2021,,,
7a48f43c-7ccb-480c-8b26-77c5994cb82e,7,,,2022,,,
6e313ad1-9e12-4d70-853a-944f567a0acb,,,,2018,,,
3cac3d1d-27d2-4009-8a0f-9cd03a389407,7,,,2021,,,
0646a3ac-eaf3-406e-ac72-d59fddb63b78,,,,,,,
c4c6e592-e9bc-4518-b791-482f31803ead,,,,,,,
b99cc638-61d0-49c1-ba47-9fbd822a1ccf,,,,2022,,,
91dd4711-5e07-4a7e-8a75-d8384fc158b9,,,,,,,
3b4bb16e-1882-4bbf-b79f-0ffd13491af4,,,,2015,,,
5e12d3d4-5738-4955-94e3-03608f6a6ab8,35,,,2018,,,
3ae8b196-9e9d-443e-b1e5-df65526686e3,,,,2018,,,
146c0b9a-7f1a-4349-acbb-9e635b67f0ed,140,,,2012,,,
668b8c49-6dd3-4e0d-ab5a-1ae6a0e1829d,,,,,,,
f3a87cae-1f95-490d-9dbc-8f0759a06895,140,,,2020,,,
58e082bd-8ad9-4ee9-92ca-be29f3892f4b,265,,,,,,
5ac44d91-d7c0-4ddb-ba5c-e152d8954bf7,7,,,2019,,,
be84dd74-61cb-46bf-b3a8-953d79be7933,7,,,2022,,,
a1396a46-d38e-4e0b-877e-7e0fd55be66a,,,,,,,
368e80d9-3ba0-46d2-9979-67cbdb69ce6f,35,,,1994,,,
0db4c3ee-7282-42aa-be41-21732c3658b6,140,,,2010,,,
3f29e1a8-d818-4cc7-ae35-d92c4bcfa357,35,,,2015,,,
a5e859b4-6b8c-4036-b87b-04a4cb2b0181,70,,,,,,
49b564d1-e211-41fb-901b-bc102d9bea80,7,,,2017,,,
f75aaa41-acce-4021-99a0-070a49650240,,,,,,,
e2d6be80-968a-41d6-985c-3d1526410c64,7,,,2020,,,
4412b726-961e-4fd1-8338-a5b8552490bc,7,,,2021,,,
ffc26e8a-e1ca-436f-86c0-8947b436fd79,,,,,,,
7e6708bc-282e-4db5-b896-947f0d407cb2,35,,,2017,,,
63e8fcdd-17af-4413-8cd1-39e2012795b1,,,,,,,
b92f6992-01e1-4a17-ae71-059cf3c0f4c5,,,,,,,
9cb52bae-6893-483a-9614-22be48d7030a,,,,,,,
06b6e3d7-2a69-4879-8453-d20a2e06ac72,70,,,1991,,,
4dba6b15-ff3f-4c41-8b51-0946518c35ab,,,,,,,
1aee7828-e8ca-4951-b955-3d272a66dbc4,7,,,2016,,,
641d1345-19c9-4711-89e0-b9bd5db58643,7,,,2020,,,
e22fba63-c32b-4be4-8707-c42476609842,140,,,2009,,,
9d3c202d-9381-4147-92a2-c889ecd68121,7,,,2019,,,
f73cf74b-e2d3-469e-959f-52fc1a245bce,,,,,,,
2ab72a84-be1d-4f96-bfc6-cbf4113c345d,,,,,,,
f90c3450-c059-4971-afde-fa199ffc1790,,,,,,,
8ffc9f7a-c3a4-404a-8794-b81f3fa7176d,35,,,,,,
2bded616-68d1-448d-ae54-1bcf470b058f,,,,2000,,,
61a026f1-84fe-4e23-981c-dc964514ca67,7,,,2019,,,
d39d234b-6ab8-4219-809e-d08dcb0e0f25,140,,,2019,,,
5e827729-112a-49f4-8575-eb8cfc74b271,70,,,2017,,,
72e6add9-4743-4221-8a37-504502dbca6b,35,,,2017,,,
8bda802f-25a5-4d3b-a073-e775b8254f4d,,,,,,,
ad2f745b-ddda-4165-b428-6274b3a3294c,70,,,2005,,,
26e419c5-022d-401b-81b0-e1c58f24aa39,7,,,2018,,,
ee22ea13-04d5-4669-b113-1ee8a1c679f7,140,,,,,,
dbe4e874-1e0a-44f1-9c88-23243a97f81d,,,,2021,,,
7b1471a1-c276-4f1c-9750-efa7cf61e6f1,,,,,,,
285a8087-2909-4baa-b959-149231119cea,265,,,2013,,,
7d4c71df-a292-4891-88e5-5beda4329583,,,,,,,
c1719752-43d5-4d87-bc55-62bed966380d,265,,,2010,,,
757c944a-c4f9-4134-9add-083e6a6d56fd,,,,,,,
4e56972b-761c-4f40-9a9f-7f636ecd4200,,,,,,,
da3d6166-4173-4a53-99bd-458944546172,,,,,,,
33e33b88-95cc-4c7c-86f6-bb90ba44b957,,,,2017,,,
22315914-73c8-4e93-bffa-3e10e9040df0,,,,,,,
f14dff5b-0538-465c-bc0c-d69cd2276f8e,265,,,2017,,,
75039b3b-5884-4db7-802a-1aaa9e74a3ec,7,,,2018,,,
6e8ec2e7-0bdf-4dcd-a470-1796fecfca0e,,,,,,,
a98ca601-52f4-442e-88f0-472b1708df1d,7,,,2020,,,
eeb9d325-2e52-4a03-94b8-9a670ad67ec2,,,,2019,,,
2341d0f7-22a2-42e5-9bff-ec9b7adfb974,,,,,,,
9972b15c-9e05-4cc9-b316-2f83608ae522,140,,,2019,,,
06150d99-d60c-4ac0-8c8f-85c06d1db882,7,,,2022,,,
076f9595-f226-4efe-addd-f5ed721a824d,,,,,,,
aed4ba4a-1cd7-40f2-a2f3-9e984cfa41a7,,,,2022,,,
775e0274-77e9-4ad4-8bfb-c06aa4769738,7,,,2020,,,
8f1e19a6-2f62-4caf-9650-4515099fd387,35,,,2021,,,
aa385e8a-8282-4a6b-ba9e-0f4687c5521b,7,,,2019,,,
6bedb6b8-7dce-47de-b44e-d8e064f19564,7,,,2017,,,
4de1a6a0-2773-413e-8c96-0f0b26d0c816,7,,,2019,,,
6f207baf-467a-4bc9-9d03-bde54065a98c,35,,,2010,,,
f499f3af-585e-42f3-8e89-14cdcc13fd6b,7,,,2020,,,
09b8df2f-b30f-498f-b8f6-92d468d6540b,,,,2019,,,
674336f4-d914-409b-a647-fb25d34bf997,7,,,2024,,,
e31242a1-2af2-4f86-9d6c-d03bf00a4344,,,,,,,
3c04ecc6-758e-4309-9772-ea49ae30fc60,70,,,2017,,,
82f31048-406f-4d7f-a046-99ec10729294,7,,,2023,,,
7e62eaf4-e82d-4412-8156-99b31f23d11a,,,,,,,
6e904355-935b-417a-afc4-1c1ee02f6c6e,140,,,1986,,,
fa9766ba-6af1-4fe6-9226-2e0127fed0dd,7,,,2022,,,
a2806baa-5276-4330-88f9-157074983c9e,,,,2025,,,
ca92bdd1-644b-4fc3-b09c-96bb1b3a73f8,265,,,1996,,,
4a8e40e2-1a1a-4772-91db-67b726796311,35,,,2006,,,
0998e044-04d4-450d-84a4-ee3c9202c54a,,,,2023,,,
2c933293-67d1-4607-942f-368e051b750f,,,,2025,,,
e99d0859-5f5c-44b7-ac06-667d0a2369b9,7,,,2024,,,
218c53f0-6e82-4f96-99ff-3c2eb52272e3,7,,,2023,,,
1e28de06-db80-4a2c-aaa8-030a7d216912,70,,,2022,,,
f343d665-d06c-4faa-8187-ad6e20892009,,,,2022,,,
4f2a1151-2589-40f8-af5b-e54701367688,7,,,2023,,,
5daa71f2-08a5-43cc-89e1-635c356945e4,,,,2023,,,
ba806bbb-f5c0-4134-ab42-4c8563b70467,,,,2025,,,
66e3a60e-b5dc-4f9c-b0df-26bd3798f3c6,7,,,2024,,,
4005711e-07a2-45cc-8977-01fb3982dfef,265,,,2017,,,
c589e3a2-f85f-4f10-b8e3-7046fa1cc8a7,140,,,2022,,,
a0a00897-4556-4e9f-b321-063241732b52,7,,,2023,,,
a6bad5c6-1430-47a0-a43d-c2476108cd24,7,,,2022,,,
9e2822ea-83fc-4841-9333-0250b98b5eb1,7,,,2022,,,
b062b012-f72d-44bb-ad21-d0a179942482,,,,2022,,,
d0ba7ddc-8dad-46b9-879f-1b41cf94484a,7,,,2019,,,
aa9824ad-16d7-4803-ab6c-5fb84749e960,,,,2024,,,
4d7c5f23-550b-4ec4-8bd9-e08d5c620d6d,7,,,2023,,,
4d6bbe5d-c539-4253-8e3d-f9d65f2d9cf8,,,,2021,,,
f4cbd01c-5086-423e-a1f6-435dcf73faee,,,,2023,,,
c5aeca23-f605-4353-9da3-4553879fe767,7,,,2018,,,
c9b0683f-b9b0-4990-b9a5-cc0aac1a7339,7,,,2023,,,
820ee065-bd1e-4f26-bfab-9921c1de5e27,7,,,2020,,,
601c379d-c035-4344-8031-fd154696ae58,7,,,2024,,,
98ead1d7-7791-4749-b637-de01bcbd79fc,,,,2025,,,
264da3ef-6936-4ac7-aedd-dca2124bfaf7,140,,,1995,,,
2420d57d-00d0-4bc8-83d3-b2630b0d89ce,7,,,2018,,,
55023b30-eb85-4665-b9de-42e3ddab86a5,7,,,2021,,,
2d447f80-94eb-4f41-be62-efca2c638f4a,,,,2025,,,
ef06aa17-c296-4e34-a384-11667b67f20e,7,,,2021,,,
2e99317e-e0e2-439e-baaa-a784c7cdab64,140,,,2016,,,
13404652-c573-42cc-8743-5681bd8a8e75,265,,,2006,,,
cd8b6b50-a004-4dca-a897-8355845accd9,7,,,2018,,,
5b2a4879-83f2-436a-a059-88ad61a67d8d,7,,,2018,,,
4769715b-b180-412d-b45e-e1c0d158ccb0,450,,,2025,,,
1535d502-0469-4daf-a1d8-160a9bfc25c7,7,,,2006,,,
800ad2a4-73cd-485e-bf95-2811be10c209,35,,,2022,,,
6da0ba7a-7efe-47d8-bb98-631999ec0ed8,,,,2020,,,
008ba9a0-3420-4c4f-b94b-e98ccfb92464,140,,,2022,,,
d22f48ae-d7d8-4a74-ac06-5288a1002b49,7,,,2014,,,
342e1393-9b22-4e47-902d-b1ffda543e2b,265,,,2008,,,
00b912c4-79de-48fc-b9ea-339afe2dc898,7,,,2024,,,
414fa8f9-2e34-476a-9214-30c75939ffd9,,,,2022,,,
9fefdd2b-67cf-4faf-8cf3-3595045d42b5,,,,2024,,,
625a2450-a4cc-4dd6-a70f-1700e69cebd9,7,,,2021,,,
9842fd12-0947-4aca-b1db-27fd59293d46,,,,2019,,,
330fae5f-bfe7-4d56-8b99-be93053b076b,140,,,2015,,,
