id,franchise_id,space_min_sqft,space_max_sqft,required_property_type,staff_required_min,staff_required_max,staff_breakdown,operating_hours,training_provided,training_details,computer_requirements,marketing_support,preferred_locations,qualification_required,supply_chain_support,quality_control,created_by,updated_by,created_at,updated_at,territory_details,development_schedule,support_training,legal_compliance
0f3b0045-f40f-4f9e-8a2b-e06dbb3502ff,d96ac4e8-daa4-4d60-9a4d-f7dcb54412b7,2500.0,4000.0,,2.0,5.0,[],,True,,,,,,False,False,00000000-0000-0000-0000-000000000001,,2024-1-15 11:36,2024-01-15 11:11:07.00,,,,
d0e79e85-ed1c-47b5-922f-e1db3b6cc233,d451263c-43df-4ba1-b652-cbac27ff7846,250.0,300.0,,,,[],,True,,,,,,False,False,00000000-0000-0000-0000-000000000001,,2024-01-15 12:46:20,2024-01-15 22:36:08.00,,,,
d26a91df-761d-482a-b47d-7f5c9b254b53,a3d5f27f-978c-48e7-97cf-21e8aea6d359,,,,1.0,2.0,[],,True,,,,,,False,False,00000000-0000-0000-0000-000000000001,,2024-1-16 15:57,2024-01-15 09:39:01.00,,,,
f30883ae-fb7c-46fe-a30f-ea5e24c21e59,780dabc4-787e-4001-9c4b-a07c9874ffab,300.0,500.0,,2.0,3.0,[],,True,,,,,,False,False,00000000-0000-0000-0000-000000000001,,2024-1-16 18:52,2024-01-15 04:42:05.00,,,,
03c2d7ea-83cf-428a-bf21-6ae46969d773,499ed48e-a3e7-480e-900b-f384cd1ec21f,200.0,500.0,,2.0,4.0,[],,True,,,,,,False,False,00000000-0000-0000-0000-000000000001,,2024-1-17 5:09,2024-01-15 09:53:05.00,,,,
6e222c89-65b1-42b4-ae62-76e8db6cd597,fc554f5b-c10b-4835-b81b-6eb90deb8862,350.0,600.0,,3.0,5.0,[],,True,,,,,,False,False,00000000-0000-0000-0000-000000000001,,2024-01-15 05:40:30,2024-01-15 16:53:09.00,,,,
d03ef13d-d762-42f4-b048-261a6406fd15,ab2c97a4-15c8-4105-902b-e6b961445825,100.0,500.0,,2.0,5.0,[],,True,,,,,,False,False,00000000-0000-0000-0000-000000000001,,2024-01-15 08:58:00,2024-01-15 10:56:06.00,,,,
ace9d9d8-19ff-4162-9798-3473939af201,0fe579f2-a816-4116-a312-a340923dbfe6,60.0,100.0,,2.0,5.0,[],,True,,,,,,False,False,00000000-0000-0000-0000-000000000001,,2024-1-17 11:23,2024-01-15 23:59:01.00,,,,
b5ed8e3e-2a1a-45e4-9ce9-29f7d01bc168,a0160a9a-fe08-485e-9592-67df5f2e6235,500.0,1000.0,,4.0,6.0,[],,True,,,,,,False,False,00000000-0000-0000-0000-000000000001,,2024-01-15 14:41:10,2024-01-15 17:38:07.00,,,,
1a57e1d0-1fce-4ffa-a785-6e9e6da50235,ba736baa-47d2-4b53-8969-661dbce6e6a1,10000.0,15000.0,,30.0,50.0,[],,True,,,,,,False,False,00000000-0000-0000-0000-000000000001,,2024-1-17 0:52,2024-01-15 04:48:02.00,,,,
989422c0-b348-405d-a999-1a38e3cf6232,f943babd-ea6a-444b-b645-315f491c40a6,350.0,500.0,,2.0,3.0,[],,True,,,,,,False,False,00000000-0000-0000-0000-000000000001,,2024-01-15 01:39:30,2024-01-15 15:49:09.00,,,,
52a7aa22-71de-46af-8293-269b2e42139e,e277efc3-55a1-40a9-8fad-b3149ffe9d2f,750.0,1000.0,,4.0,6.0,[],,True,,,,,,False,False,00000000-0000-0000-0000-000000000001,,2024-01-15 05:30:30,2024-01-15 06:53:09.00,,,,
ef87d80c-854b-4700-a091-0696d7c4899f,347dcb07-5002-4376-b056-fc37fe48eac8,3000.0,5000.0,,,,[],,True,,,,,,False,False,00000000-0000-0000-0000-000000000001,,2024-1-17 6:37,2024-01-15 13:54:02.00,,,,
c01e2358-8090-407a-8080-8c9ccfa0f365,4024b1c9-12fd-451e-8a5f-0a5025e55819,500.0,1500.0,,0.0,1.0,[],,True,,,,,,False,False,00000000-0000-0000-0000-000000000001,,2024-1-17 7:26,2024-01-15 02:55:01.00,,,,
e6bb75aa-76d8-455e-aa77-606c0d74f842,8be9d5c3-86aa-4cd5-be33-3b39dfd647fa,250.0,500.0,,1.0,2.0,[],,True,,,,,,False,False,00000000-0000-0000-0000-000000000001,,2024-1-17 8:23,2024-01-15 23:56:02.00,,,,
669f201c-d5fb-4720-bf0f-e0bbebc7084c,bb0d140f-d9e5-4b4a-8182-4376a439422f,500.0,1500.0,,3.0,6.0,[],,True,,,,,,False,False,00000000-0000-0000-0000-000000000001,,2024-1-17 9:18,2024-01-15 18:57:04.00,,,,
31014f09-705f-4193-a4b7-c7d0894c4f53,243ecbfb-c97d-42f8-b56c-31ca4f742263,250.0,500.0,,1.0,3.0,[],,True,,,,,,False,False,00000000-0000-0000-0000-000000000001,,2024-1-15 1:09,2024-01-15 09:01:01.00,,,,
017e4327-989a-4134-ad5f-f50a47a09d0a,5b707bb6-7325-4cd8-961e-8eff582d5328,250.0,500.0,,1.0,2.0,[],,True,,,,,,False,False,00000000-0000-0000-0000-000000000001,,2024-1-15 2:10,2024-01-15 10:02:04.00,,,,
9cb002c5-9b15-4f66-95d2-3bac9d351ae5,f796a38b-1d81-4e48-ad0c-4ebeb485b41d,300.0,500.0,,2.0,5.0,[],,True,,,,,,False,False,00000000-0000-0000-0000-000000000001,,2024-1-15 8:53,2024-01-15 04:08:06.00,,,,
40bccdd9-be8b-4c9d-bf64-c758a2f90a90,e909318a-6b26-4da4-a189-c7e5e01c2226,250.0,500.0,,1.0,2.0,[],,True,,,,,,False,False,00000000-0000-0000-0000-000000000001,,2024-1-15 10:52,2024-01-15 04:10:05.00,,,,
4a63de6f-a00b-4e40-87ff-b898f78c7b12,ad81abe8-369b-42cc-b233-fa5e90258116,500.0,2000.0,,3.0,5.0,[],,True,,,,,,False,False,00000000-0000-0000-0000-000000000001,,2024-01-15 06:44:30,2024-01-15 20:30:09.00,,,,
a3a5da48-a730-4a14-8730-1062b14c1b42,98ecc642-3342-4704-bc19-7da7d34461df,1000.0,5000.0,,4.0,6.0,[],,True,,,,,,False,False,00000000-0000-0000-0000-000000000001,,2024-1-16 7:34,2024-01-15 10:31:00.00,,,,
cf760fe4-a963-4616-a971-0bc6fdee05a8,290bec96-ad40-46e1-ad88-33c3cf6536b9,400.0,600.0,,1.0,2.0,[],,True,,,,,,False,False,00000000-0000-0000-0000-000000000001,,2024-01-15 09:50:20,2024-01-15 02:33:08.00,,,,
8f95341c-4c40-48e5-99a7-a2a60753a5c3,0ce95acf-1221-45aa-ae6a-d496a33d1fa8,300.0,700.0,,2.0,4.0,[],,True,,,,,,False,False,00000000-0000-0000-0000-000000000001,,2024-1-16 16:06,2024-01-15 06:40:01.00,,,,
c6f172bf-1407-4851-b211-6423569bd76b,3d7a177b-20bf-4b7d-a8a1-7c3514daa4a5,300.0,500.0,,2.0,3.0,[],,True,,,,,,False,False,00000000-0000-0000-0000-000000000001,,2024-1-16 16:38,2024-01-15 14:40:04.00,,,,
e7a7040a-486e-4fa7-ac5f-95811e00b993,2155ba74-85c2-4123-9485-75b3c9e07def,500.0,750.0,,2.0,3.0,[],,True,,,,,,False,False,00000000-0000-0000-0000-000000000001,,2024-01-15 17:29:20,2024-01-15 05:41:08.00,,,,
c4d0f3f2-6823-4138-b3f0-11622259ac74,a61d62b8-582d-4179-9603-789f0ee2bece,400.0,600.0,,3.0,5.0,[],,True,,,,,,False,False,00000000-0000-0000-0000-000000000001,,2024-1-16 17:47,2024-01-15 23:41:04.00,,,,
cbff6530-8c3d-4f85-81f9-d2a8dea7a27c,7cbee3c6-e9d5-40f1-9be2-ac2fe5053add,300.0,500.0,,2.0,3.0,[],,True,,,,,,False,False,00000000-0000-0000-0000-000000000001,,2024-1-16 18:03,2024-01-15 03:42:04.00,,,,
a908cd0e-bfcf-4d89-ae27-992ad4648937,ca257ac6-7d5b-4292-a6e1-9d71b5c73ada,1000.0,3000.0,,6.0,12.0,[],,True,,,,,,False,False,00000000-0000-0000-0000-000000000001,,2024-01-15 18:18:10,2024-01-15 18:42:07.00,,,,
07fa99b7-1143-4791-9827-a5da320dac2c,80126705-23b0-47c5-bf0b-bcce2bb4b417,600.0,1200.0,,2.0,4.0,[],,True,,,,,,False,False,00000000-0000-0000-0000-000000000001,,2024-01-15 18:37:10,2024-01-15 13:42:07.00,,,,
b4e1019f-b00a-460e-851c-eb5fd01b5c15,ae70ee5e-ea25-47b0-9b80-aba3400b5cd3,,,,0.0,0.0,[],,True,,,,,,False,False,00000000-0000-0000-0000-000000000001,,2024-1-15 4:15,2024-01-15 14:04:06.00,,,,
167a8305-0d78-4b35-b995-5cc4293d392c,f648ef1c-c7c1-4d7f-b04a-91bf04a6718d,500.0,1000.0,,2.0,4.0,[],,True,,,,,,False,False,00000000-0000-0000-0000-000000000001,,2024-1-15 9:43,2024-01-15 19:09:05.00,,,,
644465a9-4f6a-4a48-916a-4ddd43106a16,319210e7-b5f8-45c0-a3d0-9e384b46c5ca,200.0,500.0,,2.0,4.0,[],,True,,,,,,False,False,00000000-0000-0000-0000-000000000001,,2024-1-15 10:04,2024-01-15 03:10:08.00,,,,
e76bbbe5-bead-4ef6-af95-973ab9319e48,58b4e1a8-1418-4da0-a57e-23d285891faf,,,,0.0,0.0,[],,True,,,,,,False,False,00000000-0000-0000-0000-000000000001,,2024-1-15 10:24,2024-01-15 23:10:07.00,,,,
d02897a6-4ad3-4434-9f53-7d65b882288d,b9e6ee77-95a5-4782-819e-2e9f0e39a9db,800.0,1500.0,,3.0,5.0,[],,True,,,,,,False,False,00000000-0000-0000-0000-000000000001,,2024-1-15 11:14,2024-01-15 13:11:09.00,,,,
d5db3e33-7606-4e83-b0ad-4dd4ab2bfc2e,7484b19e-814d-4ca1-bfab-c1050e50b712,250.0,500.0,,1.0,3.0,[],,True,,,,,,False,False,00000000-0000-0000-0000-000000000001,,2024-1-15 14:03,2024-01-15 03:14:01.00,,,,
5e0b2ddd-0330-4543-9d90-2f036e1cb82d,e0d7a709-6146-4915-83d7-1906b24f9ce6,,,,0.0,0.0,[],,True,,,,,,False,False,00000000-0000-0000-0000-000000000001,,2024-1-15 15:04,2024-01-15 04:15:03.00,,,,
59d846de-d0c0-43a3-ae08-1a38d34dbc66,605dc402-64b7-4ba9-9069-e705f4746b7c,700.0,1200.0,,0.0,0.0,[],,True,,,,,,False,False,00000000-0000-0000-0000-000000000001,,2024-1-15 18:18,2024-01-15 18:18:04.00,,,,
6819550a-5db9-44c2-b193-1a0fb7597199,3f8fddd3-f75d-4d55-8622-c998930adc92,200.0,300.0,,0.0,0.0,[],,True,,,,,,False,False,00000000-0000-0000-0000-000000000001,,2024-1-15 19:10,2024-01-15 09:19:07.00,,,,
1986d5f0-fc51-4186-8012-a1b59fe289ab,be9dc891-8287-4cbd-9093-b658cae87d07,150.0,500.0,,3.0,7.0,[],,True,,,,,,False,False,00000000-0000-0000-0000-000000000001,,2024-1-16 4:44,2024-01-15 20:28:03.00,,,,
01e98162-df82-4418-be6d-494445a0ba21,20eb604e-6144-4ec8-9dfc-e504cfc576ea,200.0,750.0,,3.0,5.0,[],,True,,,,,,False,False,00000000-0000-0000-0000-000000000001,,2024-1-16 8:03,2024-01-15 03:32:04.00,,,,
c061c19d-f551-439b-af84-e8af6ff354c0,945cd8b9-47c7-4093-b0ea-4531c6ced200,200.0,600.0,,4.0,6.0,[],,True,,,,,,False,False,00000000-0000-0000-0000-000000000001,,2024-1-16 9:13,2024-01-15 13:33:02.00,,,,
383b87f3-3465-4ae7-91ed-a4c98e866c52,23483a03-aa1e-4e9e-862e-23a723901474,200.0,500.0,,3.0,5.0,[],,True,,,,,,False,False,00000000-0000-0000-0000-000000000001,,2024-1-16 20:17,2024-01-15 17:44:00.00,,,,
cb7b06ac-8be6-48a1-bb26-829d1e2c8d3b,70628840-212f-4377-8b18-8aa145bc292a,250.0,600.0,,3.0,5.0,[],,True,,,,,,False,False,00000000-0000-0000-0000-000000000001,,2024-1-16 21:36,2024-01-15 12:45:02.00,,,,
7de70f2f-28fb-43a5-88a0-f63dff87c62d,6855aba8-d2c9-4cd6-aa86-bed08d0acfc8,30.0,300.0,,2.0,2.0,[],,True,,,,,,False,False,00000000-0000-0000-0000-000000000001,,2024-01-15 23:22:20,2024-01-15 22:47:08.00,,,,
71a27d18-5e75-4419-9ff3-f7ef38880ec5,9bb91606-f058-4164-bcaa-87892da94227,64.0,500.0,,1.0,3.0,[],,True,,,,,,False,False,00000000-0000-0000-0000-000000000001,,2024-01-15 00:33:30,2024-01-15 09:48:09.00,,,,
036978c2-b1f2-4c1b-b9c7-79388e94ce1c,5f399d54-407c-4b4a-98c7-aef9ad1600c6,100.0,750.0,,2.0,4.0,[],,True,,,,,,False,False,00000000-0000-0000-0000-000000000001,,2024-1-17 3:03,2024-01-15 03:51:01.00,,,,
5d9d37d5-d831-4a9c-9c15-4ea7d113d397,489d88bf-1f8d-4de9-b7f1-a863268d3126,200.0,1500.0,,1.0,10.0,[],,True,,,,,,False,False,00000000-0000-0000-0000-000000000001,,2024-01-15 11:57:30,2024-01-15 09:59:09.00,,,,
25ab64d1-3245-44a6-a57d-2748ce41ab07,f1ce23fc-d9bd-4514-83be-543b30357cb1,80.0,400.0,,2.0,4.0,[],,True,,,,,,False,False,00000000-0000-0000-0000-000000000001,,2024-1-15 3:54,2024-01-15 05:03:06.00,,,,
bee74603-40d4-441a-a0de-79dad0f658a4,4af9efb4-507c-4d83-bac1-bfcb915174a4,200.0,500.0,,3.0,200.0,[],,True,,,,,,False,False,00000000-0000-0000-0000-000000000001,,2024-1-15 14:42,2024-01-15 18:14:00.00,,,,
18e52a53-15fb-495e-a097-5f91877dd1bb,38561e9f-265f-4bd5-9e6f-4d4c001fab1e,500.0,1000.0,,5.0,15.0,[],,True,,,,,,False,False,00000000-0000-0000-0000-000000000001,,2024-1-15 20:48,2024-01-15 00:20:04.00,,,,
039c7b9f-6be7-414f-8be6-35fad305285e,fb0b305f-4c8f-43af-acc7-5619797e05a7,100.0,500.0,,3.0,5.0,[],,True,,,,,,False,False,00000000-0000-0000-0000-000000000001,,2024-1-15 22:10,2024-01-15 10:22:02.00,,,,
909a2f53-f766-44ce-9762-37f5f91960d6,fbb1242f-32be-4c01-b085-b98486a13802,200.0,700.0,,3.0,6.0,[],,True,,,,,,False,False,00000000-0000-0000-0000-000000000001,,2024-1-15 23:57,2024-01-15 09:23:00.00,,,,
a6ca26da-0e28-4d0e-a8db-c67cc01a3af5,bb624860-ff6d-416a-bd40-2458aeefed6c,,,,2.0,2.0,[],,True,,,,,,False,False,00000000-0000-0000-0000-000000000001,,2024-01-15 01:11:20,2024-01-15 11:25:08.00,,,,
36777e72-e3ca-4682-b9fa-222ab95aaaaf,d93c950c-ab6f-4a07-b92b-33b89adc419b,600.0,800.0,,2.0,5.0,[],,True,,,,,,False,False,00000000-0000-0000-0000-000000000001,,2024-1-16 13:46,2024-01-15 22:37:03.00,,,,
c0f4e3ac-8fd9-416f-b13a-8033b2a48f86,12c8ab8c-e4fd-4910-8bce-ef630b9e6491,750.0,2000.0,,4.0,6.0,[],,True,,,,,,False,False,00000000-0000-0000-0000-000000000001,,2024-1-15 11:50,2024-01-15 01:11:07.00,,,,
f29161ae-87c0-4326-99f4-65b6f16c9b71,64afff51-8b14-4193-a750-6c03763a23b4,600.0,800.0,,3.0,6.0,[],,True,,,,,,False,False,00000000-0000-0000-0000-000000000001,,2024-1-16 0:52,2024-01-15 04:24:01.00,,,,
c190e9ac-b137-4eb4-b4a6-ac1821b70413,3431dd32-d63e-4fce-8a7b-488a02dadf73,200.0,350.0,,1.0,3.0,[],,True,,,,,,False,False,00000000-0000-0000-0000-000000000001,,2024-01-15 02:24:30,2024-01-15 00:26:09.00,,,,
0832f03b-7081-4581-9cb1-2c03f2b1d338,c6444da3-7bf0-44e7-a219-85d4e84bded4,600.0,1000.0,,0.0,0.0,[],,True,,,,,,False,False,00000000-0000-0000-0000-000000000001,,2024-01-15 03:24:20,2024-01-15 00:27:08.00,,,,
9284a81c-64bf-48f6-bb22-a140a541888b,b702b30c-ea16-4a5b-8d78-13f8c41c51d3,600.0,1000.0,,3.0,5.0,[],,True,,,,,,False,False,00000000-0000-0000-0000-000000000001,,2024-1-16 8:27,2024-01-15 03:32:04.00,,,,
468bd34b-70b3-4d62-b721-d32b3315a323,7d07fbd9-d1a5-4820-8ff8-c1120ea6ff06,315.0,500.0,,3.0,5.0,[],,True,,,,,,False,False,00000000-0000-0000-0000-000000000001,,2024-1-16 9:19,2024-01-15 19:33:01.00,,,,
7105c4e9-21bf-4b3a-b54d-8ac29b92bce6,0b66ede6-6a9d-4dc1-a71e-d4ac5db22f6f,250.0,400.0,,2.0,3.0,[],,True,,,,,,False,False,00000000-0000-0000-0000-000000000001,,2024-1-16 11:45,2024-01-15 21:35:02.00,,,,
815ca2a0-92b6-4154-8494-6644ecc3bd53,606a879b-da69-4f28-bb62-7d6928c5bfda,1000.0,1200.0,,3.0,5.0,[],,True,,,,,,False,False,00000000-0000-0000-0000-000000000001,,2024-1-16 17:02,2024-01-15 02:41:02.00,,,,
29b5af68-e9a7-40cc-b046-caeb8c32e3f8,51de79ee-7094-4b9e-8fd8-36c14770b17d,1000.0,2500.0,,6.0,9.0,[],,True,,,,,,False,False,00000000-0000-0000-0000-000000000001,,2024-1-16 17:53,2024-01-15 05:41:00.00,,,,
94fb7adb-3c97-4214-88c5-49d2959eb54d,1fac6fce-3ca3-41c6-a470-541370486496,500.0,1000.0,,3.0,4.0,[],,True,,,,,,False,False,00000000-0000-0000-0000-000000000001,,2024-01-15 19:48:10,2024-01-15 00:43:07.00,,,,
d34a0723-4c7b-452c-b623-b013f60c7aca,7ead3192-9970-4ca4-9492-1e653cba5c40,1500.0,2500.0,,3.0,4.0,[],,True,,,,,,False,False,00000000-0000-0000-0000-000000000001,,2024-1-16 20:54,2024-01-15 06:44:02.00,,,,
c0bf2f13-93b6-4188-b9ca-0ccc31ae4223,b369aafb-788d-48c2-a292-1227e246c5e2,1000.0,2000.0,,6.0,8.0,[],,True,,,,,,False,False,00000000-0000-0000-0000-000000000001,,2024-1-16 22:20,2024-01-15 20:46:05.00,,,,
450fba06-63e9-4d42-b22b-81fc02674e66,4aafb50c-8cb6-4610-9232-89902077d0a3,100.0,150.0,,1.0,3.0,[],,True,,,,,,False,False,00000000-0000-0000-0000-000000000001,,2024-01-15 23:54:30,2024-01-15 06:47:09.00,,,,
f2377927-4f69-4e64-9a33-bccc1958da42,30a2d954-c1e6-4ca8-8b82-c27241094307,,,,1.0,1.0,[],,True,,,,,,False,False,00000000-0000-0000-0000-000000000001,,2024-01-15 01:10:00,2024-01-15 10:49:06.00,,,,
500aa618-8283-4c0d-8edf-5c3f5559d99b,490c8da9-056b-42c8-953b-790ae0d96980,500.0,1200.0,,4.0,6.0,[],,True,,,,,,False,False,00000000-0000-0000-0000-000000000001,,2024-1-17 2:00,2024-01-15 00:50:02.00,,,,
ddfcc5cd-b76e-4a36-9e80-37c48c3a35d6,e75e0dd4-68dc-4253-ba10-c66dbc68af66,800.0,1000.0,,4.0,6.0,[],,True,,,,,,False,False,00000000-0000-0000-0000-000000000001,,2024-01-15 08:24:20,2024-01-15 00:56:08.00,,,,
9efc2b0d-0fc3-4949-8608-0d65d0373410,3ab4cfd1-65bf-4466-b000-fa986136cf8a,500.0,1000.0,,3.0,5.0,[],,True,,,,,,False,False,00000000-0000-0000-0000-000000000001,,2024-01-15 10:31:10,2024-01-15 07:58:07.00,,,,
91264cfb-d02b-4b65-9fe3-e4d5f924a81e,52e386d0-16ce-48fa-91c9-75e6dc633959,500.0,700.0,,4.0,6.0,[],,True,,,,,,False,False,00000000-0000-0000-0000-000000000001,,2024-1-17 11:32,2024-01-15 08:59:05.00,,,,
746bda97-4daf-46f4-b06a-909cd5b8cd82,1ae94dc8-64ad-42e0-9650-72d9fe7e83c5,,250.0,,,,[],Less than 10hrs,True,,,,South India,,False,False,00000000-0000-0000-0000-000000000001,,2024-1-17 11:32,2024-1-17 11:32,,,,
7e16a7f7-a6c9-4491-ac09-473c7dbe7120,b1966850-3f94-4893-8f7e-c6d27ee51461,5000.0,,,,,[],Less than 10hrs,True,,,,"South India, North India, West India",,False,False,00000000-0000-0000-0000-000000000001,,2024-1-17 11:32,2024-1-17 11:32,,,,
1f002923-42ff-41cb-ac32-ae1ff359ff51,3fdfc493-e614-4001-b564-8169665b6043,3500.0,3500.0,,,,[],Less than 10hrs,True,Bengaluru | Duration: 1 - 3 Months,,,"South India, North India, East India, West India",,False,False,00000000-0000-0000-0000-000000000001,,2024-1-17 11:32,2024-1-17 11:32,,,,
9e01359f-0c05-4165-9f57-250bd06945e8,7c3e49a3-81b4-48ae-b744-c00b8dc05568,2000.0,3000.0,,,,[],10 - 20hrs,True,,,,"South India, Bengaluru",,False,False,00000000-0000-0000-0000-000000000001,,2024-1-17 11:32,2024-1-17 11:32,,,,
b6b2666e-c401-4933-9da8-6ad0cb41a80e,58e2d28f-d82e-4377-ae5d-34600e0382a9,1000.0,2000.0,,,,[],Less than 10hrs,True,,,,West India,,False,False,00000000-0000-0000-0000-000000000001,,2024-1-17 11:32,2024-1-17 11:32,,,,
970ddd60-231f-44b8-b54d-688c429f4379,9dfffdd4-1e58-4269-9d0e-cf773083ffaf,2000.0,3000.0,,,,[],Less than 10hrs,True,,,,"South India, Akot",,False,False,00000000-0000-0000-0000-000000000001,,2024-1-17 11:32,2024-1-17 11:32,,,,
f7db8f18-03b0-4382-ae10-bd7ed609e901,b6cb22e1-d94a-4a31-a69c-d7cebd7e2da1,750.0,1000.0,,,,[],20 - 30hrs,True,Mumbai | Duration: 3 Days - 1 Week,,,West India,,False,False,00000000-0000-0000-0000-000000000001,,2024-1-17 11:32,2024-1-17 11:32,,,,
