id,name,slug,short_description,description,founded_year,contact_email,website_url,logo_url_circle,logo_url_square,created_by,updated_by,created_at,updated_at,entity_type,status,verified,trusted_seller
fc244900-e4b1-4eec-8e70-eb778beac3a5,Store Senor,store-senor,Premium men's ethnic and wedding wear franchise in India,"Store Senor is a premium men's ethnic and wedding wear brand specializing in Sherwanis, Indo Westerns, Tuxedos, Band Galas, Kurta Pyjamas, and Nehru Jackets. Established in 2023 under Enzed Global Private Limited, the brand operates stores in Gurugram and Delhi, and launched its franchise model in 2024 targeting premium to luxury customers. Franchise opportunities are available across India with comprehensive support.",2023.0,Info@storesenor.in,,/FranchiseHomePage/FranchiseLogos/Circle/store_senor_circle.jpg,/FranchiseHomePage/FranchiseLogos/Square/store_senor_square.jpg,00000000-0000-0000-0000-000000000001,,2026-1-10 12:02,2026-1-10 12:02,franchise,live,False,True
a6ae3e8e-b3da-4406-9a53-1f411523033b,Peachmode,peachmode,Peachmode is a prominent Indian women's ethnic wear brand specializing in modern Indian fashion blending traditional aesthetics with contemporary trends.,"Peachmode is a prominent Indian women's ethnic wear brand specializing in modern Indian fashion blending traditional aesthetics with contemporary trends. Founded in 2014, the brand has 42+ offline stores and a strong digital presence. Franchise opportunities available across India, offering training, operational support, and marketing assistance. Investment ranges from?10-50 Lakhs depending on model and location.",2014.0,contact@peachmode.com,,/FranchiseHomePage/FranchiseLogos/Circle/peachmode_circle.jpg,/FranchiseHomePage/FranchiseLogos/Square/peachmode_square.jpg,00000000-0000-0000-0000-000000000001,,2026-1-10 12:02,2026-1-10 12:02,franchise,live,False,True
f610d893-650e-46e2-89a6-c50f59036275,Tim Paris,tim-paris,Contemporary Indian men's casual wear brand,"Tim Paris is a contemporary Indian men's casual wear brand specializing in high-quality everyday essentials in the value format segment. Launched in April 2022 by Primafashion Global Private Limited (PGPL), the brand has rapidly expanded to become one of India's fastest-growing men's fashion chains. Founded by Capt. Rahul Rajyaguru (Co-Founder & Director) and Sandeep Chaudhary (Co-Founder & Director), Tim Paris blends essential wear with luxury. The brand operates on a vertically integrated model covering design, manufacturing, and retail, and has aggressive expansion plans across India.",2022.0,info@franchiseavs.com,,/FranchiseHomePage/FranchiseLogos/Circle/tim_paris_circle.jpg,/FranchiseHomePage/FranchiseLogos/Square/tim_paris_square.jpg,00000000-0000-0000-0000-000000000001,,2026-1-10 12:02,2026-1-10 12:02,master_franchise,live,False,True
1dac1aa2-22c2-41e9-a608-2ffb1cefdf84,Liverpool,liverpool,Award-winning Indian menswear brand,"Liverpool is an award-winning men's fashion brand launched in 2017 as an initiative of Sunrise Bizcom Pvt. Ltd. The brand has grown to become one of India's most trusted menswear brands with outlets across 40 cities. Liverpool specializes in casual menswear including shirts, denims, trousers, chinos, and accessories, promoting Value for Money as its key motto.",2017.0,lpaccount@liverpool.co.in,,/FranchiseHomePage/FranchiseLogos/Circle/liverpool_circle.jpg,/FranchiseHomePage/FranchiseLogos/Square/liverpool_square.jpg,00000000-0000-0000-0000-000000000001,,2026-1-10 12:02,2026-1-10 12:02,franchise,live,False,True
1ee2cd39-dcf0-4e78-971d-967b8f1e2f12,Banana Club,banana-club,Banana Club is a premium D2C men's fashion brand founded in 2011. It offers high-street western wear inspired by global runway trends.,"Banana Club is a premium D2C men's fashion brand founded in 2011. It offers high-street western wear inspired by global runway trends. The brand operates both offline stores and online platforms, ensuring a Made In Bharat positioning. Banana Club raised?12.25 crore on the Indian TV show Pitch To Get Rich in October 2025 at a valuation of?245 crore and operates 16+ stores across India.",2011.0,,,/FranchiseHomePage/FranchiseLogos/Circle/banana_club_circle.jpg,/FranchiseHomePage/FranchiseLogos/Square/banana_club_square.jpg,00000000-0000-0000-0000-000000000001,,2026-1-10 12:02,2026-1-10 12:02,franchise,live,False,True
1c97dc61-7708-4958-8222-3fe8fa9275bc,Sports Station,sports-station,"Sports Station is a leading multi-brand sportswear retailer under the SSIPL Group, offering products from global giants like Nike, Adidas, and Puma.","Sports Station is a leading multi-brand sportswear retailer under the SSIPL Group, offering products from global giants like Nike, Adidas, and Puma. The brand targets high-footfall locations across India with a franchise model requiring?50 lakh - 1 crore investment, featuring zero royalty fees and comprehensive operational support. Sports Station has over 50 outlets across India.",2005.0,contact@sportsstation.in,,/FranchiseHomePage/FranchiseLogos/Circle/sports_station_circle.jpg,/FranchiseHomePage/FranchiseLogos/Square/sports_station_square.jpg,00000000-0000-0000-0000-000000000001,,2026-1-10 12:02,2026-1-10 12:02,franchise,live,False,True
9ab139e7-cf16-4085-9352-c51d74e61115,Dazzle SportsWear,dazzle-sportswear,Dazzle SportsWear is a Make in India apparel brand founded by a former international volleyball player.,"Dazzle SportsWear is a Make in India apparel brand founded by a former international volleyball player. The brand specializes in affordable, high-quality sportswear and leisurewear. It has a low entry cost of?20-30 Lakh, offers a high ROI of 45%, and focuses on Tier 2/3 city expansion along with eco-friendly product lines. Currently, the brand has over 20 outlets across India.",2006.0,inquiries@dazzlesportswear.com,,/FranchiseHomePage/FranchiseLogos/Circle/dazzle_sportswear_circle.jpg,/FranchiseHomePage/FranchiseLogos/Square/dazzle_sportswear_square.jpg,00000000-0000-0000-0000-000000000001,,2026-1-10 12:02,2026-1-10 12:02,franchise,live,False,True
ac303bf7-2a32-471d-9be1-a1dbb2e915e7,Adidas,adidas,A global sportswear giant offering a premium retail franchise opportunity with a strong presence in metros and Tier-1 cities.,"A global sportswear giant offering a premium retail franchise opportunity with a strong presence in metros and Tier-1 cities. The model requires an investment of?30-50 Lakhs, backed by powerful global marketing and a quick payback period of around 1 year.",2008.0,customerservice@adidas.co.in,,/FranchiseHomePage/FranchiseLogos/Circle/adidas_circle.jpg,/FranchiseHomePage/FranchiseLogos/Square/adidas_square.jpg,00000000-0000-0000-0000-000000000001,,2026-1-10 12:02,2026-1-10 12:02,master_franchise,live,False,True
df361e73-da0e-4e50-992d-e95e57306357,Maverick Turf,maverick-turf,"An expert sports infrastructure franchise specializing in sports turf, stadium seating, and portable pitches.","An expert sports infrastructure franchise specializing in sports turf, stadium seating, and portable pitches. The model requires a low initial investment of?2-5 Lakhs and offers fast ROI of 50% with a short payback period of just 3 months. Focused on selective expansion in metros and Tier-2 cities.",2010.0,contact@maverickcorp.in,,/FranchiseHomePage/FranchiseLogos/Circle/maveric_turf_circle.jpg,/FranchiseHomePage/FranchiseLogos/Square/maveric_turf_square.jpg,00000000-0000-0000-0000-000000000001,,2026-1-10 12:02,2026-1-10 12:02,master_franchise,live,False,True
c8bbd1a5-9676-4a19-b8c4-1b2f22fe8148,Cricket Academy of Pathans,cricket-academy-of-pathans,Professional cricket coaching academy,"Cricket Academy of Pathans (CAP) is a franchise-based cricket training academy founded by Irfan Pathan and Yusuf Pathan. It offers professional cricket coaching, player development programs, and technology-based performance analysis through PitchVision. The academy follows a private entrepreneur franchise model, rapidly expanding across India and international markets.",2014.0,,,/FranchiseHomePage/FranchiseLogos/Circle/cricket_academy_of_pathans_circle.jpg,/FranchiseHomePage/FranchiseLogos/Square/cricket_academy_of_pathans_square.jpg,00000000-0000-0000-0000-000000000001,,2026-1-10 12:02,2026-1-10 12:02,franchise,live,False,True
88848236-153f-41d1-85cd-4a9001af249c,O2 Gym Fitness,o2-gym-fitness,Premium fitness and wellness franchise,"O2 Gym Fitness is a premium fitness and wellness franchise in India providing gym, wellness, cardio, and strength training services. It operates on a franchise model with a 0% royalty system to maximize franchisee profitability and has expansion opportunities across Tier 1 and Tier 2 cities.",2020.0,,,/FranchiseHomePage/FranchiseLogos/Circle/o2_fitness_circle.jpg,/FranchiseHomePage/FranchiseLogos/Square/o2_fitness_square.jpg,00000000-0000-0000-0000-000000000001,,2026-1-10 12:02,2026-1-10 12:02,franchise,live,False,True
d96ac4e8-daa4-4d60-9a4d-f7dcb54412b7,Burn Gym and Spa,burn-gym-and-spa,Premium fitness and wellness franchise,"Burn Gym and Spa offers premium gym, spa, personal training, and boot camp services. Operating on a private entrepreneur franchise model, it focuses on Tier-1 cities in North India, providing full operational and marketing support to franchisees.",2017.0,,,/FranchiseHomePage/FranchiseLogos/Circle/burn_gym_circle.jpg,/FranchiseHomePage/FranchiseLogos/Square/burn_gym_square.jpg,00000000-0000-0000-0000-000000000001,,2026-1-10 12:02,2026-1-10 12:02,master_franchise,live,False,True
d451263c-43df-4ba1-b652-cbac27ff7846,Nitsa Holidays,nitsa-holidays,Customized international travel and holiday planning,"Nitsa Holidays specializes in customized international tour packages and personalized vacations for Indian travellers. It operates on a franchise model in online travel services, offering full operational and marketing support to franchisees.",2015.0,,,/FranchiseHomePage/FranchiseLogos/Circle/nitsa_holidays_circle.jpg,/FranchiseHomePage/FranchiseLogos/Square/nitsa_holidays_square.jpg,00000000-0000-0000-0000-000000000001,,2026-1-10 12:02,2026-1-10 12:02,franchise,live,False,True
a3d5f27f-978c-48e7-97cf-21e8aea6d359,EaseMyTrip,easemytrip,"India's leading online travel company offering flight bookings, hotels, holidays, and travel services through franchises","EaseMyTrip operates a franchise retail travel outlet model, providing comprehensive online and offline travel booking services, including flights, hotels, holidays, trains, cabs, cruises, and visas. The company supports franchisees with training, marketing, store setup, and ongoing operational assistance.",2008.0,,,/FranchiseHomePage/FranchiseLogos/Circle/ease_my_trip_circle.jpg,/FranchiseHomePage/FranchiseLogos/Square/ease_my_trip_square.jpg,00000000-0000-0000-0000-000000000001,,2026-1-10 12:02,2026-1-10 12:02,franchise,live,False,True
780dabc4-787e-4001-9c4b-a07c9874ffab,MakeMyTrip India Pvt Ltd.,makemytrip,"India's leading online travel company offering flights, hotels, holiday packages, trains, car rentals via franchises","MakeMyTrip operates a franchise retail travel outlet model providing comprehensive online and offline travel booking services including flights, hotels, holiday packages, trains, car rentals, and insurance. Franchisees receive training, marketing, operational, and technical support.",2000.0,,,/FranchiseHomePage/FranchiseLogos/Circle/makemytrip_circle.jpg,/FranchiseHomePage/FranchiseLogos/Square/makemytrip_square.jpg,00000000-0000-0000-0000-000000000001,,2026-1-10 12:02,2026-1-10 12:02,franchise,live,False,True
499ed48e-a3e7-480e-900b-f384cd1ec21f,Cloud9Trip,cloud9trip,"Travel brand under Sohan Tours and Travels; started as air ticketing in 2009, expanded to international holidays and tour packages.","Cloud9Trip (trademark/brand of Sohan Tours and Travels). Offers comprehensive travel services including flights, hotels, holiday packages, visa, and insurance. Franchisees get training, marketing, operational, and technical support.",2009.0,,,/FranchiseHomePage/FranchiseLogos/Circle/cloud9trip_circle.jpg,/FranchiseHomePage/FranchiseLogos/Square/cloud9trip_square.jpg,00000000-0000-0000-0000-000000000001,,2026-1-10 12:02,2026-1-10 12:02,master_franchise,live,False,False
fc554f5b-c10b-4835-b81b-6eb90deb8862,Thomas Cook India Pvt. Ltd.,thomascook,"Leading travel and financial services company offering holiday packages, forex, and insurance solutions.","Thomas Cook India provides travel services including international and domestic holidays, flight bookings, hotels, forex, insurance, and corporate travel. Franchisees get operational support, marketing guidance, and technical assistance.",1881.0,,,/FranchiseHomePage/FranchiseLogos/Circle/thomas_cook_circle.jpg,/FranchiseHomePage/FranchiseLogos/Square/thomas_cook_square.jpg,00000000-0000-0000-0000-000000000001,,2026-1-10 12:02,2026-1-10 12:02,franchise,live,False,True
ab2c97a4-15c8-4105-902b-e6b961445825,Club Travalet,club-travalet,Timeshare vacation franchise offering affordable holiday ownership programs for middle and lower-middle-class families.,"Club Travalet, launched by TVTRIPNSTAY HOLIDAYS PVT LTD, allows customers to pay in advance and enjoy vacations in installments without seasonal price fluctuations. Franchisees get operational guidance, marketing support, training, and inclusion of current IT systems.",2018.0,,,/FranchiseHomePage/FranchiseLogos/Circle/club_travalet_circle.jpg,/FranchiseHomePage/FranchiseLogos/Square/club_travalet_square.jpg,00000000-0000-0000-0000-000000000001,,2026-1-10 12:02,2026-1-10 12:02,franchise,live,False,False
0fe579f2-a816-4116-a312-a340923dbfe6,Amber Destinations,amber-destinations,"Online travel franchise offering holiday bookings, tours, and related travel solutions targeting middle-class customers.","Amber Destinations provides online travel services including holiday packages, timeshare vacation ownership, and travel bookings via multi-unit franchise model supporting 20-50 franchises. Franchisees receive training, marketing support, IT system access, and operational guidance.",2018.0,,,/FranchiseHomePage/FranchiseLogos/Circle/Amber_destination_circle.jpg,/FranchiseHomePage/FranchiseLogos/Square/Amber_destination_square.jpg,00000000-0000-0000-0000-000000000001,,2026-1-10 12:02,2026-1-10 12:02,franchise,live,False,False
a0160a9a-fe08-485e-9592-67df5f2e6235,Southern Travels Pvt Ltd,southern-travels-pvt-ltd,"Reputed travel company offering holiday/travel packages, corporate/leisure/international tours with franchise model, offices, fleet, hotels.","Southern Travels Pvt Ltd provides end-to-end travel services including corporate and leisure tours, coach/vehicle rentals, hotel bookings, and international/domestic tours. The company operates through a franchise model with multiple owned offices and fleet operations, offering training, operational support, IT systems, and marketing assistance.",1970.0,info@southerntravels.com,,/FranchiseHomePage/FranchiseLogos/Circle/southern_travels_circle.jpg,/FranchiseHomePage/FranchiseLogos/Square/southern_travels_square.jpg,00000000-0000-0000-0000-000000000001,,2026-1-10 12:02,2026-1-10 12:02,franchise,live,False,True
ba736baa-47d2-4b53-8969-661dbce6e6a1,Nexottel Hotel Resort,nexottel-hotel-resort,Mid-priced full-service business hotels and resorts across Pan Asia,"Nexottel Hotel Resort is a premier hospitality brand offering mid-priced full-service business hotels and resorts across India and the GCC region. The brand focuses on operational excellence, consistent guest experience, strong sales and marketing support, hotel management, and technology-driven operations. Nexottel aims to scale to 100 hotels and 3,000 rooms across Pan Asia.",2019.0,,,/FranchiseHomePage/FranchiseLogos/Circle/nexottel_hotel_circle.jpg,/FranchiseHomePage/FranchiseLogos/Square/nexottel_hotel_square.jpg,00000000-0000-0000-0000-000000000001,,2026-1-10 12:02,2026-1-10 12:02,franchise,live,False,True
f943babd-ea6a-444b-b645-315f491c40a6,Trip Factory Pvt Ltd,trip-factory,AI-powered travel franchise offering customized holiday packages worldwide,"Trip Factory is India's largest holiday store leveraging AI and machine learning to deliver customized global travel experiences. Operating across 49 countries, the platform handles over 100,000 daily transactions and is supported by a large global workforce. The franchise model enables entrepreneurs to run travel businesses with minimal investment using Trip Factory's proprietary technology, leads, and centralized support.",2013.0,,,/FranchiseHomePage/FranchiseLogos/Circle/trip_factory_circle.jpg,/FranchiseHomePage/FranchiseLogos/Square/trip_factory_square.jpg,00000000-0000-0000-0000-000000000001,,2026-1-10 12:02,2026-1-10 12:02,franchise,live,False,True
e277efc3-55a1-40a9-8fad-b3149ffe9d2f,Sonix Car Decors,sonix-car-decors,Sonix Car Decors is a premium automotive accessories and car decor brand originating from Andhra Pradesh.,"Sonix Car Decors is a premium automotive accessories and car decor brand originating from Andhra Pradesh. Operating since 2010, the brand has evolved into a high-margin car studio-cum-distributorship model offering premium accessories, car electronics, detailing services, and tech upgrades. The franchise requires an investment of?40-50 lakhs for a 750-1000 sq. Ft. Studio and provides full training, ERP-backed operations, and marketing support for pan-India expansion.",2010.0,,,/FranchiseHomePage/FranchiseLogos/Circle/sonix_car_decors_circle.jpg,/FranchiseHomePage/FranchiseLogos/Circle/sonix_car_decors_circle.jpg,00000000-0000-0000-0000-000000000001,,2026-1-10 12:02,2026-1-10 12:02,franchise,live,False,True
347dcb07-5002-4376-b056-fc37fe48eac8,Swank Autocare Solutions Private Limited,swank-autocare-solutions,"Swank Autocare Solutions Private Limited is a Bengaluru-based premium auto-care brand offering automated touchless car wash, interior and exterior detailing, polishing, ceramic...","Swank Autocare Solutions Private Limited is a Bengaluru-based premium auto-care brand offering automated touchless car wash, interior and exterior detailing, polishing, ceramic and graphene coatings, PPF services, and subscription-based car care solutions. The franchise model targets investors ready to deploy?75-100 lakhs for large-format outlets focused on sustainable, technology-driven and high-quality vehicle cleaning and protection.",2024.0,info@swankautocare.com,,/FranchiseHomePage/FranchiseLogos/Circle/swank_autocare_sol_square-photoaidcom-cropped.jpg,/FranchiseHomePage/FranchiseLogos/Square/swank_autocare_sol_square.jpg,00000000-0000-0000-0000-000000000001,,2026-1-10 12:02,2026-1-10 12:02,franchise,live,False,True
4024b1c9-12fd-451e-8a5f-0a5025e55819,Relux Electric Private Limited,relux-electric,EV charging station franchise and clean energy infrastructure network,"Relux Electric is an Indian EV infrastructure company operating a growing network of public and highway EV charging stations. The brand offers a low-investment franchise model enabling partners to set up AC and DC fast-charging locations across highways and urban centres. With end-to-end support for site selection, installation, software integration and operations, Relux positions itself as a leading EV charging network in South India and is expanding pan-India with support from energy partners and government programs.",2009.0,enquiry@reluxelectric.com,,/FranchiseHomePage/FranchiseLogos/Circle/relux_electric_circle.jpg,/FranchiseHomePage/FranchiseLogos/Square/relux_electric_square.jpg,00000000-0000-0000-0000-000000000001,,2026-1-10 12:02,2026-1-10 12:02,franchise,live,False,True
8be9d5c3-86aa-4cd5-be33-3b39dfd647fa,BLive EZY Fleet Services Private Limited,blive-ezy-fleet,Managed EV two-wheeler fleet franchise for last-mile delivery,"BLive EZY (EZY Fleet), operated by Blive Ezy Fleet Services Private Limited, is a tech-driven EV rental franchise platform offering managed electric two-wheeler fleets for last-mile delivery. Through a FOCO-style model, partners invest in EV fleets while BLive handles operations, rider onboarding, maintenance, demand generation and fleet technology. With 70+ partnerships across 15 cities, the brand delivers sustainable transportation solutions with low franchisee involvement.",2023.0,contact@blive.co.in,,/FranchiseHomePage/FranchiseLogos/Circle/blive_ezy_cirlce.jpg,/FranchiseHomePage/FranchiseLogos/Square/blive_ezy_square.jpg,00000000-0000-0000-0000-000000000001,,2026-1-10 12:02,2026-1-10 12:02,franchise,live,False,True
bb0d140f-d9e5-4b4a-8182-4376a439422f,My Car Wash,my-car-wash,Mechanized car wash and detailing franchise from India,"My Car Wash is an Indian mechanized car wash and auto detailing brand promoted by Hetvi Enterprise. The business began operations in 2004 and later expanded into a franchise model offering standardized, space-efficient car wash outlets. The brand focuses on high-pressure exterior washing, interior cleaning and basic detailing services, positioned as a low-to-mid investment automotive service franchise across Tier-2 and Tier-3 Indian cities.",2004.0,mycarwash.india@gmail.com,,/FranchiseHomePage/FranchiseLogos/Circle/mycarwash_circle.jpg,/FranchiseHomePage/FranchiseLogos/Square/mycarwash_square.jpg,00000000-0000-0000-0000-000000000001,,2026-1-10 12:02,2026-1-10 12:02,franchise,live,False,True
d93c950c-ab6f-4a07-b92b-33b89adc419b,Simba Toys India Private Limited,simba-toys,Premium toy retail franchise offering international toys & games for children aged 3-12.,"Simba Toys India Private Limited is part of the globally renowned Simba Dickie Group. Incorporated in 2007, it operates 30+ retail outlets across India and offers internationally licensed toys, educational games, puzzles, and board games.",2007.0,info.india@simbatoysindia.com,,/FranchiseHomePage/FranchiseLogos/Circle/simba_toys_circle.jpg,/FranchiseHomePage/FranchiseLogos/Square/simba_toys_square.jpg,00000000-0000-0000-0000-000000000001,,2026-1-10 12:02,2026-1-10 12:02,franchise,live,False,True
243ecbfb-c97d-42f8-b56c-31ca4f742263,Wavex Auto Care,wavex-auto-care,Franchise and distributor network for premium automotive detailing products in India,"Wavex Auto Care is an Indian automotive care and detailing products brand that manufactures and distributes professional-grade car and bike care chemicals, coatings, and accessories. The brand offers a franchise/distributor model to operate Wavex-branded retail and B2B supply outlets for detailers and workshops.",2017.0,contact@wavexautocare.com,,/FranchiseHomePage/FranchiseLogos/Circle/wavex_autocare_circle.jpg,/FranchiseHomePage/FranchiseLogos/Square/wavex_autocare_square.jpg,00000000-0000-0000-0000-000000000001,,2026-1-10 12:02,2026-1-10 12:02,franchise,live,False,True
5b707bb6-7325-4cd8-961e-8eff582d5328,ONN Bikes,onn-bikes,Tech-enabled two-wheeler rental and franchise platform in India,"ONN Bikes is an Indian tech-enabled two-wheeler rental platform providing petrol and electric bikes on short- and long-term rentals across multiple cities. It operates a franchise model where local partners run ONN-branded rental outlets using the company's technology platform, branding, and fleet management support.",2015.0,,,/FranchiseHomePage/FranchiseLogos/Circle/onn_bikes_circle.jpg,/FranchiseHomePage/FranchiseLogos/Square/onn_bikes_square.jpg,00000000-0000-0000-0000-000000000001,,2026-1-10 12:02,2026-1-10 12:02,franchise,live,False,True
